val_geracaoverificada;val_geracaoprogramada;val_fatorcapacidade
2.663;7.0;0.0095654766394752
101.752;117.5;0.3654924442432928
176.678;227.5;0.6346260915167907
148.168;252.0;0.5322183787900013
199.76;252.0;0.7175364677061893
196.491;252.0;0.7057942434724512
199.671;252.0;0.7172167803532365
236.732;252.0;0.8503396229126032
63.142;252.0;0.2268056049454555
88.879;236.5;0.319252721832491
223.834;142.0;0.8040101006835562
145.482;35.0;0.5225702863177404
7.635;0.0;0.0274248644920742
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.149;9.5;0.0005352069167412
43.842;127.0;0.1574801452601859
116.213;209.0;0.4174362511090277
151.816;223.0;0.5453219682683362
239.129;223.0;0.8589496294859499
238.17;223.0;0.8555049084580651
258.857;223.0;0.9298124620595768
184.387;223.0;0.6623167634708707
175.139;223.0;0.6290980147056182
26.808;216.0;0.0962941411006584
12.624;193.5;0.0453453162210799
15.107;91.5;0.05426423416919
11.534;3.0;0.0414300441455906
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
4.264;6.5;0.0153162569998958
117.381;78.0;0.4216316986174419
207.501;160.5;0.7453420834276231
237.084;188.5;0.8516040043534951
222.639;183.0;0.7997176693714371
209.935;178.5;0.7540849937319726
244.307;180.0;0.877548967840889
223.793;174.0;0.8038628289816341
252.884;149.0;0.9083574894844412
91.003;108.0;0.3268821143906004
20.058;78.0;0.072048190174463
10.654;46.0;0.0382690905433607
3.99;5.0;0.0143320509919287
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.08;6.5;0.0074713448779979
12.442;78.0;0.0446915735442551
88.24;160.5;0.3169574384781445
135.154;188.5;0.4854721854042967
171.782;183.0;0.617039695111657
254.827;178.5;0.9153367313584556
232.403;180.0;0.8347898863852699
255.252;174.0;0.9168633282686236
143.395;149.0;0.5150737974906338
121.865;108.0;0.4377381940178953
36.032;78.0;0.1294266820403955
10.185;46.0;0.0365844459530813
0.726;5.0;0.0026077867218396
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
4.758;9.0;0.0170907014084203
113.621;136.5;0.4081258059533687
252.759;202.0;0.9079084903932154
261.94;206.0;0.9408865756455708
220.342;206.0;0.7914668620710711
237.521;206.0;0.8531737051764207
239.357;206.0;0.8597686038283457
211.125;206.0;0.7583594650804426
224.322;206.0;0.8057629931357018
171.294;206.0;0.6152868026595114
123.45;200.0;0.4434315024946389
47.769;161.5;0.1715859007101369
9.472;13.5;0.0340233551367292
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.329;12.0;0.0011817656081064
0.0;159.5;0.0
0.0;257.0;0.0
99.149;264.0;0.3561424871676059
194.134;264.0;0.6973279166082967
182.939;264.0;0.6571155579981106
199.11;264.0;0.7152016724318149
224.266;264.0;0.8055618415428327
211.791;264.0;0.7607517322384939
212.357;263.0;0.7627848001235645
195.338;240.0;0.701652675854984
105.535;115.0;0.3790809527401516
17.965;4.0;0.0645301493909776
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.054;8.0;0.0001939676074095
3.201;104.5;0.0114979687281112
42.864;187.0;0.153967176370435
97.236;224.0;0.3492710050754857
130.63;230.0;0.4692220102946511
164.727;230.0;0.5916981864028708
190.827;230.5;0.6854491966508259
235.039;227.5;0.8442583792210404
247.922;204.5;0.8905340215591403
198.766;168.5;0.7139660269327615
16.552;118.5;0.0594546636637607
5.683;60.0;0.0204132946834915
0.012;6.5;4.31039127576e-05
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.155;8.5;0.0077407443327334
104.317;120.5;0.374705905595247
196.38;223.0;0.7053955322794426
209.714;245.0;0.7532911633386854
213.148;245.0;0.7656260663728416
211.518;245.0;0.7597711182232567
184.274;245.0;0.6619108682924025
176.955;245.0;0.6356210735029472
161.947;245.0;0.581712446614008
189.702;242.5;0.6814082048297934
167.075;214.5;0.6001321853324568
87.249;130.5;0.313397773682906
12.322;12.0;0.0442605344166783
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;5.5;0.0
0.693;81.0;0.002489250961756
8.592;151.5;0.0308624015344992
77.053;187.5;0.2767738158097968
96.733;201.0;0.3474642327323929
162.896;204.0;0.5851212477145946
228.338;207.5;0.8201884359386056
224.948;203.0;0.8080115805845608
201.774;186.0;0.72477074106402
211.896;154.5;0.7611288914751236
189.709;116.5;0.681433348778902
163.035;68.5;0.5856205347040377
29.103;6.5;0.1045377644155648
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.141;2.5;0.0005064709749027
0.0;91.5;0.0
7.907;200.5;0.0284018865145816
144.362;212.0;0.5185472544603569
208.396;212.0;0.7485569169208001
197.025;212.0;0.7077123675901679
192.224;212.0;0.6904672104943659
198.652;212.0;0.7135565397615635
148.04;212.0;0.531758603720586
82.469;212.0;0.2962280484344299
76.457;207.5;0.2746329881428319
184.532;132.5;0.6628376024166927
22.197;7.0;0.0797314626235196
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.164;5.0;0.0077730722673017
125.435;76.5;0.4505616080633052
258.542;156.5;0.9286809843496876
250.983;202.0;0.9015291113050788
225.563;219.5;0.810220656113392
261.942;217.5;0.9408937596310304
266.519;212.0;0.9573343103553558
209.438;206.0;0.7522997733452587
212.808;192.0;0.7644047888447073
229.116;177.0;0.8229830062823952
222.244;148.5;0.7982988322431634
180.746;86.5;0.6492383179416444
32.9;7.5;0.1181765608106409
0.032;0.0;0.0001149437673538
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.74;5.0;0.0062500673498636
130.94;73.0;0.4703355280408912
222.945;145.5;0.800816819146758
235.214;189.0;0.8448869779487566
240.477;208.0;0.8637916356857293
236.744;208.5;0.8503827268253609
263.169;207.0;0.9453011347105033
252.133;195.0;0.9056599029443564
244.751;169.5;0.8791438126129232
245.082;155.5;0.8803327622064892
247.569;135.0;0.8892660481255185
187.467;88.0;0.6733801010786754
33.711;8.5;0.1210896669145141
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.956;5.0;0.0106179305093086
99.221;83.0;0.356401110644152
226.889;168.0;0.8149836384731157
232.216;214.0;0.8341181837447961
208.891;230.0;0.7503349533220544
214.598;230.5;0.7708344558310612
230.475;230.0;0.8278645244022026
216.085;227.0;0.7761757490202839
214.519;213.0;0.7705506884054066
155.081;198.5;0.5570498245311551
146.774;176.0;0.5272111409246507
24.795;122.0;0.0890634597355574
17.645;9.0;0.0633807117174394
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.075;4.5;0.0074533849143489
48.993;78.0;0.1759824998114203
169.294;158.5;0.6081028171998979
207.107;202.0;0.7439268382920792
240.897;214.0;0.8653002726322481
271.636;213.0;0.9757145371537768
261.869;213.0;0.9406315441617548
234.057;210.0;0.8407310423603702
212.524;193.5;0.7633846629094422
144.3;163.5;0.5183245509111089
67.355;125.0;0.2419386703161312
38.637;74.5;0.138783823101542
10.429;15.0;0.0374608921791542
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.987;3.0;0.0035452968243192
101.106;116.5;0.3631720169398377
237.87;234.0;0.8544273106391232
266.88;248.0;0.958631019730816
268.868;248.0;0.9657719012776718
269.252;248.0;0.9671512264859176
251.806;248.0;0.9044853213217096
237.146;246.5;0.8518267079027432
209.196;243.0;0.7514305111046455
204.494;239.0;0.7345409612890943
153.846;215.5;0.5526137135098438
144.32;117.5;0.518396390765705
8.946;27.0;0.0321339669608508
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.104;3.5;0.0003735672438998
28.006;88.5;0.1005973483909668
91.586;152.0;0.3289762461520777
124.668;187.0;0.4478065496395435
79.163;206.0;0.2843529204696889
120.481;214.5;0.4327668760798428
131.558;212.5;0.4725553795479117
110.412;190.5;0.396599101283419
143.46;154.0;0.5153072770180713
31.888;131.0;0.1145414641680765
20.653;111.5;0.074185425848698
1.243;69.0;0.0044648469631497
0.071;12.5;0.0002550314838162
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.17;4.0;0.0006106387640671
14.21;74.5;0.0510422166905534
58.302;141.5;0.209420360133191
197.681;170.5;0.7100687148209212
181.899;168.0;0.6533798855591116
151.131;166.0;0.5428614532484186
143.839;175.0;0.516668642262668
147.046;190.0;0.5281881629471581
100.966;164.5;0.3626691379576647
120.796;110.5;0.4338983537897319
32.641;76.5;0.1172462346936209
28.333;61.0;0.1017719300136136
10.554;4.0;0.03790989127038
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.565;1.0;0.0020294758923407
16.284;91.0;0.0584920096121725
22.619;150.0;0.081247283555498
44.513;155.0;0.1598903723818862
83.655;155.0;0.3004881518119807
158.889;155.0;0.5707281328462591
142.752;155.0;0.5127641461653681
154.699;155.0;0.5556776833083689
148.273;155.0;0.532595538026631
129.013;155.0;0.4634137580505537
65.478;155.0;0.235196499962284
32.156;126.0;0.1155041182196647
10.235;23.0;0.0367640455895717
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;2.5;0.0
24.289;51.5;0.0872459114142752
165.457;98.0;0.5943203410956296
238.346;123.5;0.8561370991785112
228.019;130.0;0.8190425902577974
247.311;131.0;0.8883393140012285
241.257;135.0;0.8665933900149786
232.186;135.0;0.8340104239629018
253.051;125.0;0.908957352270319
233.292;108.0;0.8379831679220681
196.309;86.5;0.7051405007956263
75.938;53.0;0.2727687439160623
0.0;6.5;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
58.916;92.5;0.2116258436692924
231.833;168.5;0.8327424505292801
257.402;209.5;0.924586112637708
253.639;226.5;0.9110694439954452
247.567;230.5;0.889258864140059
247.373;229.5;0.8885620175504764
237.231;220.0;0.8521320272847767
229.102;205.5;0.8229327183841779
224.158;193.5;0.8051739063280134
249.021;163.0;0.8944816215691979
185.415;96.0;0.666009331997112
21.862;12.0;0.0785281450590344
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.232;0.0;0.0080173277729285
116.576;70.0;0.4187401444699475
251.417;220.0;0.9030880361498148
272.12;252.0;0.9774530616350032
263.394;256.0;0.9461093330747098
265.566;256.0;0.95391114128385
253.303;256.0;0.9098625344382302
240.073;253.5;0.8623404706228874
229.052;239.5;0.8227531187476876
253.915;221.5;0.912060833988872
254.039;187.5;0.912506241087368
192.124;113.5;0.6901080112213852
36.607;18.0;0.1314920778600344
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.294;0.0;0.0082400313221766
60.656;88.0;0.217875911019156
190.082;241.0;0.6827731620671199
231.656;264.0;0.8321066678161043
266.491;264.0;0.9572337345589212
248.429;264.0;0.8923551618731523
240.616;264.0;0.8642909226751725
245.637;264.0;0.882326318171532
264.375;264.0;0.9496330779426502
271.848;264.0;0.9764760396124958
244.801;258.5;0.8793234122494136
77.04;190.5;0.2767271199043093
8.5;21.5;0.030531938203357
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.54;1.0;0.0055316688039023
97.746;75.0;0.3511029213676871
239.239;216.5;0.8593447486862286
264.677;228.0;0.9507178597470518
236.337;228.0;0.8489207857843295
233.734;228.0;0.8395708287086426
222.13;228.0;0.7978893450719655
229.302;228.0;0.8236511169301393
241.071;228.0;0.8659252793672345
226.326;228.0;0.8129613465662345
233.522;228.0;0.8388093262499235
180.905;161.0;0.6498094447856837
40.513;22.0;0.1455224014626594
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.698;1.5;0.002507210925405
66.726;70.5;0.2396793068890828
177.67;197.5;0.638189348304759
198.254;226.0;0.7121269266551004
166.298;228.0;0.597341206981397
171.619;228.0;0.6164542002966985
218.88;228.0;0.7862153687000937
212.622;228.0;0.7637366781969633
208.703;228.0;0.7496596586888508
211.656;228.0;0.76026681321997
173.717;220.0;0.623990201043833
177.586;126.5;0.6378876209154551
23.76;18.5;0.0853457472602075
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.171;4.5;0.0042062234866036
29.863;87.5;0.1072676788902179
125.956;167.5;0.4524330362755345
254.967;206.5;0.9158396103406286
241.219;215.0;0.866456894291246
225.123;213.0;0.808640179312277
207.064;209.0;0.7437723826046976
203.026;203.5;0.729267915961738
232.566;189.0;0.8353753812002284
194.954;158.5;0.7002733506467382
216.828;120.0;0.7788445996185303
166.089;68.5;0.5965904805008674
10.918;10.5;0.0392173766240297
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.657;4.0;0.002359939223483
88.374;84.5;0.3174387655039386
235.18;167.0;0.8447648501959432
266.391;212.5;0.9568745352859404
259.975;227.5;0.9338283099315006
236.434;226.5;0.8492692090791208
198.956;222.5;0.7146485055514247
226.589;214.5;0.8139060406541737
219.596;204.0;0.7887872354946353
224.792;197.0;0.807451229718711
231.977;177.0;0.8332596974823722
184.428;120.0;0.6624640351727928
25.2;29.0;0.0905182167911292
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.051;4.0;0.0073671770888335
99.392;85.5;0.357015341400949
233.978;167.5;0.8404472749347155
253.527;209.0;0.910667140809707
264.628;219.0;0.9505418521032912
245.676;217.5;0.8824664058879944
231.092;214.0;0.8300807839164933
212.502;207.0;0.7633056390693865
217.484;197.0;0.7812009468492835
185.23;191.0;0.6653448133420977
150.324;174.0;0.5399627151154646
106.496;112.5;0.3825328577534959
23.715;20.5;0.0851841075873662
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.622;4.0;0.0058262122077464
66.436;85.5;0.2386376289974389
121.307;169.0;0.4357338620746631
188.116;209.0;0.6757113043603199
180.978;215.5;0.6500716602549595
134.677;212.0;0.4837588048721789
230.171;208.5;0.8267725586123413
213.411;204.5;0.7665707604607808
203.656;192.5;0.7315308713815163
192.12;171.5;0.690093643250466
237.298;141.0;0.8523726907976737
86.349;87.0;0.31016498022608
30.968;16.5;0.1112368308566543
0.089;0.0;0.0003196873529527
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.823;2.0;0.0029562100166309
103.031;78.5;0.3700866029447156
212.016;183.5;0.7615599306027004
103.516;187.0;0.3718287194186718
160.533;187.0;0.5766333688940612
235.945;187.0;0.8475127246342453
203.002;187.0;0.7291817081362227
173.408;187.0;0.6228802752903227
188.54;187.0;0.677234309277758
231.15;187.0;0.8302891194948221
199.268;187.0;0.7157692072831244
