val_geracaoverificada;val_geracaoprogramada;val_fatorcapacidade
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.027;1.5;9.69838037047e-05
16.31;71.5;0.0585854014231475
30.041;157.0;0.1079070535961235
57.633;200.0;0.2070173169969503
79.993;204.0;0.2873342744354285
81.954;204.0;0.2943781721785795
115.549;204.0;0.415051167936436
125.461;201.0;0.4506549998742802
166.188;183.0;0.5969460877811184
106.886;154.0;0.3839337349181205
51.222;114.0;0.1839890516061595
20.129;58.0;0.0723032216582793
0.033;2.0;0.0001185357600836
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.113;1.5;0.0004058951784681
26.411;74.0;0.0948681199869251
75.561;165.0;0.2714145626569251
91.514;212.5;0.3287176226755317
112.633;226.5;0.4045769171363197
178.599;225.0;0.6415263095507494
149.765;218.0;0.5379547911795026
162.262;206.0;0.5828439243238971
148.948;191.0;0.5350201331192505
101.07;164.0;0.3630427052015646
42.306;121.5;0.1519628444272028
25.967;59.0;0.0932732752148909
0.951;2.0;0.0034159850860461
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.231;1.0;0.0008297503205853
30.56;56.5;0.1097712978228932
96.617;129.5;0.3470475615757353
142.177;167.5;0.5106987503457293
107.963;177.5;0.3878023110881223
79.95;177.0;0.2871798187480468
76.86;172.0;0.2760805612129441
129.545;162.5;0.4653246981828108
141.145;154.0;0.5069918138485687
176.531;133.0;0.6340980685855091
41.282;90.0;0.1482846438718808
18.505;34.0;0.0664698254650732
0.003;1.0;1.07759781894e-05
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.199;1.5;0.0007148065532315
18.583;71.5;0.0667500008979981
60.846;162.5;0.2185583896378193
224.913;211.5;0.8078858608390176
197.949;224.5;0.7110313688725094
239.278;224.5;0.8594848364026911
188.163;219.0;0.6758801280186209
235.015;207.0;0.844172171395525
181.853;200.0;0.6532146538935405
151.961;172.5;0.5458428072141581
189.774;121.0;0.6816668283063395
104.722;53.0;0.3761606626508187
3.187;2.0;0.011447680829894
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.144;1.5;0.0041092396828988
92.08;72.0;0.3307506905606023
195.022;163.0;0.7005176061523651
233.804;211.5;0.839822268199729
231.793;224.5;0.8325987708200878
201.076;218.0;0.7222635301386149
210.735;203.5;0.756958587915818
171.877;188.0;0.6173809344209887
197.849;172.5;0.7106721695995287
171.594;150.0;0.6163644004784534
151.808;109.0;0.5452932323264977
80.95;49.5;0.2907718114778535
3.621;2.0;0.0130066056746301
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.523;1.5;0.0018786121976889
31.942;74.5;0.114735431775486
151.741;178.0;0.5450525688136006
226.102;230.0;0.8121567401947578
253.054;239.0;0.9089681282485084
262.38;233.5;0.9424670524466858
253.941;222.0;0.9121542257998468
193.111;207.5;0.6936533080457045
198.221;185.5;0.7120083908950168
123.521;155.0;0.4436865339784552
93.803;114.5;0.3369396940340592
19.723;55.0;0.0708448726099778
1.195;2.0;0.004292431312119
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.734;1.5;0.0026365226636781
80.466;74.5;0.2890332869966271
198.335;178.0;0.7124178780662147
232.28;230.0;0.8343480712795037
254.688;239.0;0.9148374443690124
261.74;233.5;0.9401681770996096
220.448;222.0;0.7918476133004306
218.548;207.5;0.7850228271137979
236.537;185.5;0.849639184330291
152.071;155.0;0.5462379264144369
56.416;114.5;0.2026458618447756
22.515;55.0;0.0808737163115981
0.655;2.0;0.0023527552380233
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.256;1.0;0.0009195501388305
27.007;52.5;0.0970089476538899
93.1;157.5;0.3344145231450051
197.557;222.5;0.7096233077224251
232.866;242.0;0.8364529790191704
212.591;239.5;0.7636253264223393
248.65;233.0;0.8931489922664396
213.364;224.0;0.7664019368024799
223.015;215.5;0.8010682586378445
147.079;188.0;0.5283066987072418
25.052;135.0;0.0899866018671178
14.823;61.5;0.0532441082339249
1.16;3.0;0.0041667115665757
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.136;1.0;0.0004885110112537
46.259;59.0;0.1661619916881288
192.248;143.0;0.6905534183198813
233.665;189.0;0.839322981210286
253.165;201.5;0.9093668394415167
248.426;199.0;0.8923443858949629
239.42;192.5;0.8599948993703236
206.432;185.0;0.7415022431994597
245.172;175.5;0.8806560415521718
224.828;149.5;0.807580541456984
159.663;108.0;0.5735083352191295
16.827;48.0;0.0604424616644575
0.255;1.5;0.0009159581461007
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.615;1.5;0.0022090755288311
77.535;73.5;0.2785051563055636
138.584;175.0;0.4977927204675337
196.239;229.5;0.7048890613045399
225.836;244.0;0.8112012701286292
198.397;240.0;0.7126405816154628
198.205;230.0;0.7119509190113399
232.958;222.0;0.8367834423503125
223.088;217.5;0.8013304741071204
218.437;189.0;0.7846241159207893
175.463;135.0;0.6302618203500756
96.936;61.5;0.3481934072565437
3.87;2.5;0.0139010118643519
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.519;1.5;0.0018642442267696
80.642;67.0;0.2896654777170731
193.876;160.0;0.6964011824840066
229.805;210.5;0.825457889273232
254.262;224.5;0.9133072554661148
247.157;221.5;0.8877861471208383
249.859;214.5;0.8974917114767759
251.098;209.0;0.9019421904690064
246.783;201.5;0.8864427418398905
227.919;173.5;0.8186833909848166
187.248;126.0;0.6725934546708477
97.393;60.5;0.3498349479340653
3.521;2.5;0.0126474064016494
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.568;1.5;0.0020402518705302
90.613;65.0;0.3254812372259758
200.005;159.5;0.718416505924992
236.4;213.0;0.8491470813263073
258.848;230.0;0.9297801341250084
266.221;229.0;0.9562638965218734
261.269;220.5;0.9384763485238704
262.452;211.5;0.942725675923232
165.121;206.5;0.5931134315384144
168.107;178.5;0.6038391218296174
190.223;123.5;0.6832796330420227
105.364;55.0;0.3784667219833547
4.708;2.5;0.01691110177193
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.198;1.5;0.0007112145605017
53.837;71.5;0.1933821125946041
199.662;176.5;0.7171844524186684
239.531;237.0;0.8603936105633322
261.885;256.0;0.9406890160454316
267.21;253.5;0.959816377331652
267.55;243.0;0.9610376548597864
263.911;232.0;0.94796639331602
250.141;229.0;0.8985046534265814
230.923;215.0;0.829473737145156
192.659;175.0;0.6920297273318318
107.736;72.0;0.3869869287384562
4.382;2.0;0.015740112142013
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.299;0.5;0.0046659985560189
87.632;81.0;0.314773506898422
205.255;193.5;0.7372744677564772
234.932;229.0;0.843874035998951
253.934;240.0;0.9121290818507384
253.747;240.0;0.9114573792102644
236.752;240.0;0.8504114627671993
229.553;240.0;0.8245527071053208
202.747;240.0;0.728265749990122
188.669;225.5;0.677697676339903
157.432;186.0;0.5654945994389307
34.821;97.0;0.1250767788445996
2.315;3.5;0.0083154631695025
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.89;0.5;0.0031968735295279
79.428;49.0;0.2853047985430877
134.68;177.0;0.4837695808503683
187.422;216.0;0.6732184614058341
186.763;236.5;0.6708513381968914
230.248;242.0;0.8270491420525364
221.987;241.0;0.7973756901116033
223.771;237.5;0.8037838051415783
234.986;226.0;0.8440680036063607
185.473;206.5;0.6662176675754408
188.686;172.0;0.6777587402163098
111.656;96.0;0.4010675402392985
4.412;3.5;0.0158478719239072
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.3;0.5;0.0046695905487487
99.072;49.0;0.3558659037274108
200.108;177.0;0.718786481176162
234.031;216.0;0.8406376505493952
231.88;236.5;0.832911274187581
234.267;242.0;0.8414853608336296
239.46;241.0;0.8601385790795159
245.408;237.5;0.8815037518364062
193.847;226.0;0.6962970146948422
167.964;206.5;0.603325466869255
192.888;172.0;0.6928522936669576
109.778;96.0;0.3943217778927215
4.478;3.5;0.0160849434440744
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.473;1.0;0.0016990125611985
50.927;74.0;0.1829294137508665
189.802;179.5;0.681767404102774
223.37;234.0;0.8023434160569259
250.355;240.0;0.8992733398707601
253.622;240.0;0.9110083801190386
224.981;240.0;0.8081301163446445
223.192;236.5;0.8017040413510202
219.18;229.0;0.7872929665190357
203.275;202.0;0.7301623221514599
176.218;150.5;0.6329737748610796
94.953;74.5;0.3410704856733369
3.358;3.0;0.0120619115866909
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.439;1.0;0.0015768848083851
64.401;62.0;0.2313279237922822
182.14;147.5;0.654245555806995
229.436;196.5;0.8241324439559334
248.64;212.5;0.8931130723391415
246.965;212.0;0.8870964845167153
245.846;205.0;0.8830770446520616
237.056;197.0;0.8515034285570606
195.359;188.0;0.70172810770231
183.563;166.0;0.65935696146151
162.61;127.5;0.5840939377938699
103.924;69.0;0.373294252452433
4.409;4.0;0.0158370959457178
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.311;0.0;0.0011171097389698
89.763;61.0;0.3224280434056401
196.829;144.0;0.7070083370151258
235.077;191.0;0.844394874944773
237.492;205.0;0.8530695373872563
216.177;203.5;0.7765062123514263
189.553;197.5;0.6808729979130522
186.805;186.0;0.6710022018915432
146.918;167.5;0.5277283878777429
104.568;142.5;0.3756074957704285
39.789;105.0;0.1429217987262793
22.207;49.0;0.0797673825508177
0.529;2.0;0.0019001641540677
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.435;1.0;0.0015625168374659
88.96;71.0;0.3195436732436053
196.744;169.0;0.7067030176330923
238.626;223.0;0.8571428571428571
251.698;240.0;0.9040973861068904
188.769;242.5;0.6780568756128837
202.737;236.5;0.7282298300628239
231.004;229.0;0.8297646885562703
237.91;216.5;0.8545709903483155
220.337;182.5;0.7914489021074221
190.351;128.0;0.6837394081114379
105.506;56.0;0.3789767849509872
4.252;2.5;0.0152731530871381
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;1.0;0.0
4.352;69.5;0.0156323523601188
33.472;165.5;0.1202311806520903
49.269;217.5;0.176973889804847
114.308;230.5;0.4105935049587459
155.384;220.0;0.5581381983282865
147.853;207.0;0.5310869010801123
105.197;194.0;0.3778668591974769
51.892;178.5;0.18639568673513
25.532;155.0;0.091710758377425
16.13;113.0;0.0579388427317823
7.389;52.0;0.0265412342805418
0.377;2.0;0.0013541812591371
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
11.41;35.0;0.0409846370470946
114.1;89.0;0.4098463704709461
176.673;122.0;0.6346081315531417
195.504;134.5;0.7022489466481319
207.754;133.5;0.7462508575882641
205.169;129.0;0.7369655563817138
212.095;122.5;0.761843698028355
214.421;111.0;0.7701986731178856
199.497;93.5;0.7165917736182501
118.83;70.0;0.4268364960829319
59.658;35.0;0.2142911022748089
1.923;1.5;0.0069074020194183
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.162;1.0;0.0005819028222286
25.298;59.5;0.0908702320786502
188.263;143.5;0.6762393272916015
231.912;188.0;0.8330262179549348
228.414;200.5;0.8204614273860709
166.407;197.5;0.597732734188946
178.117;191.0;0.6397949690549826
224.476;181.5;0.8063161600160921
161.472;162.5;0.5800062500673498
101.845;138.0;0.3658264995671648
54.636;105.5;0.1962521147857196
23.609;54.5;0.0848033563580067
1.558;2.5;0.0055963246730388
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.468;1.0;0.0016810525975495
92.128;59.5;0.330923106211633
197.112;151.0;0.7080248709576611
73.144;204.5;0.2627327162289823
0.936;224.5;0.003362105195099
1.102;226.5;0.0039583759882469
209.346;218.0;0.7519693100141165
261.462;209.0;0.9391696031207232
248.595;200.5;0.8929514326663002
221.929;180.0;0.7971673545332744
202.086;143.5;0.7258914427957197
192.56;81.5;0.691674120051581
192.56;4.0;0.691674120051581
192.56;0.0;0.691674120051581
5.018;0.0;0.01802461951817
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;1.0;0.0
0.0;61.5;0.0
0.0;158.0;0.0
0.0;213.0;0.0
0.0;231.5;0.0
199.448;232.5;0.7164157659744896
250.0;225.0;0.8979981824516787
241.583;216.0;0.8677643796448955
190.0;205.5;0.6824786186632757
178.72;181.0;0.641960940671056
202.982;140.0;0.7291098682816265
103.803;78.0;0.3728596213321264
4.346;4.5;0.0156108004037399
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;1.0;0.0
33.53;60.5;0.1204395162304191
172.534;157.0;0.6197408736444717
217.317;212.0;0.7806010840634058
244.475;230.5;0.8781524226194966
261.665;230.5;0.939898777644874
262.311;224.0;0.9422192049483292
260.086;218.5;0.9342270211245092
248.926;205.0;0.8941403822598663
215.606;178.5;0.7744551845027065
171.445;140.5;0.6158291935617122
48.482;80.5;0.1741469915264891
1.624;5.0;0.0058333961932061
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;1.0;0.0
82.605;60.5;0.2967165594456836
150.629;160.5;0.5410582728980556
143.552;218.0;0.5156377403492135
186.475;234.0;0.6698168442907071
167.429;225.5;0.6014037507588084
219.18;220.0;0.7872929665190357
242.757;218.0;0.8719813791096886
222.784;201.0;0.8002385083172591
131.49;170.0;0.4723111240422849
68.677;125.5;0.2466872847049357
40.614;61.5;0.1458851927283699
1.43;3.0;0.0051365496036236
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
32.119;54.0;0.1153712144886618
174.581;152.5;0.627093682762386
213.015;207.0;0.7651483313397773
251.238;225.0;0.9024450694511794
252.736;222.5;0.9078258745604298
216.03;216.5;0.7759781894201446
131.552;208.5;0.4725338275915329
142.854;191.0;0.5131305294238084
98.497;163.5;0.3538005079077719
41.714;125.5;0.1498363847311573
29.528;63.0;0.1060643613257326
0.501;3.0;0.0017995883576331
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;20.0;0.0
0.0;128.5;0.0
0.0;205.0;0.0
0.0;226.5;0.0
0.0;231.0;0.0
0.0;226.5;0.0
0.0;213.5;0.0
0.0;193.0;0.0
225.266;160.0;0.8091538342726394
243.086;116.0;0.873163144717795
243.086;53.5;0.873163144717795
243.086;2.5;0.873163144717795
46.491;0.0;0.1669953340014439
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
0.0;51.5;0.0
0.0;137.0;0.0
0.0;182.5;0.0
0.0;200.0;0.0
0.0;203.5;0.0
0.0;200.0;0.0
0.0;195.0;0.0
0.0;182.0;0.0
0.0;149.5;0.0
0.0;104.0;0.0
0.0;43.0;0.0
0.0;1.5;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
0.0;57.0;0.0
0.0;152.0;0.0
0.0;200.5;0.0
0.0;207.0;0.0
0.0;204.5;0.0
89.268;206.0;0.3206500070043858
215.567;199.5;0.7743150967862441
242.631;175.0;0.871528788025733
221.043;142.5;0.7939848489746656
189.52;103.5;0.6807544621529686
109.031;49.5;0.3916385593235559
7.284;1.5;0.0261640750439121
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.12;0.0;0.0004310391275768
0.0;1.0;0.0
18.466;48.0;0.0663297377486107
37.103;116.5;0.1332737062540185
89.491;171.5;0.3214510213831327
213.214;209.5;0.7658631378930089
101.033;218.5;0.3629098014705618
86.31;211.5;0.3100248925096175
64.533;198.0;0.2318020668326167
66.093;176.5;0.2374055754911152
57.864;145.5;0.2078470673175357
67.311;98.0;0.2417806226360197
41.526;35.5;0.1491610900979536
0.927;1.0;0.0033297772605308
0.0;0.5;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.094;0.5;0.0003376473166018
19.143;45.0;0.0687615168266899
79.196;135.0;0.2844714562297725
135.91;182.0;0.4881877319080306
199.597;190.0;0.7169509728912308
155.764;196.5;0.5595031555656131
183.794;196.5;0.6601867117820953
209.887;186.0;0.7539125780809419
160.417;160.5;0.5762166977374037
159.437;132.0;0.5726965448621931
122.014;101.0;0.4382734009346365
79.972;54.0;0.2872588425881026
5.908;3.0;0.021221493047698
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
6.8;61.5;0.0244255505626856
34.153;134.5;0.1226773277010887
90.301;137.0;0.3243605354942761
132.698;137.0;0.4766502512598914
138.567;137.0;0.497731656591127
121.718;137.0;0.4372101710866137
117.926;137.0;0.4235893346551866
102.546;137.0;0.3683444864707593
62.999;137.0;0.2262919499850932
32.432;123.0;0.1164955082130913
12.047;69.0;0.0432727364159814
1.086;4.0;0.00390090410457
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.055;0.0;0.0001975596001393
81.248;7.5;0.2918422253113359
201.636;40.5;0.7242750460673067
240.717;110.5;0.8646537139408829
257.336;159.0;0.9243490411175408
268.046;164.0;0.9628192832537706
267.273;164.0;0.96004267287363
262.863;164.0;0.9442019849351824
250.966;157.5;0.901468047428672
226.597;141.5;0.8139347765960121
215.187;115.5;0.7729501395489174
115.235;69.5;0.4139232822192767
6.627;2.5;0.023804135820429
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.004;0.5;1.43679709192e-05
9.439;57.0;0.0339048193766455
18.358;149.0;0.0659418025337916
81.443;180.0;0.2925426638936482
11.529;180.0;0.0414120841819416
0.0;180.0;0.0
0.0;180.0;0.0
0.0;180.0;0.0
0.0;167.0;0.0
0.0;141.5;0.0
0.0;105.5;0.0
0.0;51.5;0.0
0.0;2.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.429;0.5;0.001540964881087
53.475;43.5;0.192081811226414
109.784;111.5;0.3943433298491003
177.288;152.5;0.6368172070819728
185.836;170.5;0.6675215609363606
208.673;170.5;0.7495518989069566
214.239;162.5;0.7695449304410606
191.274;153.5;0.6870548174010495
189.561;141.5;0.6809017338548906
162.719;117.5;0.5844854650014188
96.853;87.0;0.3478952718599697
44.542;44.0;0.1599945401710506
2.195;2.0;0.0078844240419257
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.133;0.5;0.0004777350330642
62.494;58.5;0.2244779936565408
200.753;150.0;0.7211033164868874
163.72;107.0;0.5880810497239553
50.262;113.5;0.1805407385855451
50.174;123.5;0.1802246432253221
50.239;171.0;0.1804581227527595
60.009;216.0;0.2155518917229711
130.365;204.0;0.4682701322212523
93.693;170.5;0.3365445748337805
85.589;125.0;0.3074350657514269
109.108;66.0;0.391915142763751
6.647;4.5;0.0238759756750252
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.034;0.5;0.0001221277528134
81.823;52.5;0.2939076211309748
200.434;127.0;0.719957470806079
238.962;172.0;0.8583497667000721
240.076;189.0;0.8623512466010768
246.279;191.0;0.8846323775040679
237.739;191.0;0.8539567595915185
237.149;189.5;0.8518374838809326
245.323;176.5;0.8811984324543727
241.288;150.0;0.8667047417896026
204.197;113.5;0.7334741394483417
118.746;59.0;0.4265347686936281
5.139;2.5;0.0184592506384767
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
29.657;56.5;0.1065277283878777
152.843;145.0;0.5490109448018476
244.108;199.0;0.8768341612876575
262.471;219.0;0.9427939237850982
267.202;220.5;0.9597876413898138
260.87;220.0;0.9370431434246776
259.074;216.0;0.9305919244819448
243.307;200.0;0.8739569751110823
217.232;165.0;0.7802957646813722
170.286;118.5;0.6116660739878662
34.719;57.5;0.1247103955861593
0.562;3.0;0.0020186999141513
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.5;0.0
16.078;64.0;0.0577520591098323
86.242;162.5;0.3097806370039907
