din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
2024-02-01 00:00:00;0.0;0.0;278.397;0.0
2024-02-01 01:00:00;0.0;0.0;278.397;0.0
2024-02-01 02:00:00;0.0;0.0;278.397;0.0
2024-02-01 03:00:00;0.0;0.0;278.397;0.0
2024-02-01 04:00:00;0.0;0.0;278.397;0.0
2024-02-01 05:00:00;4.5;0.567;278.397;0.0020366598778004
2024-02-01 06:00:00;87.5;32.208;278.397;0.1156909018416146
2024-02-01 07:00:00;175.5;118.535;278.397;0.4257768582276389
2024-02-01 08:00:00;222.0;169.06;278.397;0.6072622909011232
2024-02-01 09:00:00;235.5;228.647;278.397;0.8212983616921159
2024-02-01 10:00:00;240.0;233.989;278.397;0.8404867868547434
2024-02-01 11:00:00;237.0;271.209;278.397;0.9741807562581491
2024-02-01 12:00:00;232.5;259.957;278.397;0.933763654062364
2024-02-01 13:00:00;227.5;265.791;278.397;0.9547193396480564
2024-02-01 14:00:00;220.0;258.816;278.397;0.9296651903576548
2024-02-01 15:00:00;191.0;205.305;278.397;0.7374540673929675
2024-02-01 16:00:00;116.5;60.188;278.397;0.2161948584216065
2024-02-01 17:00:00;16.0;17.151;278.397;0.0616062673089149
2024-02-01 18:00:00;0.0;0.0;278.397;0.0
2024-02-01 19:00:00;0.0;0.0;278.397;0.0
2024-02-01 20:00:00;0.0;0.0;278.397;0.0
2024-02-01 21:00:00;0.0;0.0;278.397;0.0
2024-02-01 22:00:00;0.0;0.0;278.397;0.0
2024-02-01 23:00:00;0.0;0.0;278.397;0.0
2024-02-02 00:00:00;0.0;0.0;278.397;0.0
2024-02-02 01:00:00;0.0;0.0;278.397;0.0
2024-02-02 02:00:00;0.0;0.0;278.397;0.0
2024-02-02 03:00:00;0.0;0.0;278.397;0.0
2024-02-02 04:00:00;0.0;0.0;278.397;0.0
2024-02-02 05:00:00;0.5;0.777;278.397;0.0027909783510598
2024-02-02 06:00:00;37.0;119.121;278.397;0.4278817659673056
2024-02-02 07:00:00;128.5;208.619;278.397;0.749357931299547
2024-02-02 08:00:00;189.0;22.092;278.397;0.0793543033868899
2024-02-02 09:00:00;202.5;77.532;278.397;0.2784943803273742
2024-02-02 10:00:00;205.5;112.482;278.397;0.4040345262341189
2024-02-02 11:00:00;198.0;112.564;278.397;0.404329069637963
2024-02-02 12:00:00;188.0;112.627;278.397;0.4045553651799408
2024-02-02 13:00:00;185.5;112.735;278.397;0.40494330039476
2024-02-02 14:00:00;186.5;128.482;278.397;0.4615064099110263
2024-02-02 15:00:00;167.0;91.195;278.397;0.3275717769947233
2024-02-02 16:00:00;102.0;90.733;278.397;0.3259122763535526
2024-02-02 17:00:00;13.0;6.616;278.397;0.0237646239004012
2024-02-02 18:00:00;0.0;0.0;278.397;0.0
2024-02-02 19:00:00;0.0;0.0;278.397;0.0
2024-02-02 20:00:00;0.0;0.0;278.397;0.0
2024-02-02 21:00:00;0.0;0.0;278.397;0.0
2024-02-02 22:00:00;0.0;0.0;278.397;0.0
2024-02-02 23:00:00;0.0;0.0;278.397;0.0
2024-02-03 00:00:00;0.0;0.0;278.397;0.0
2024-02-03 01:00:00;0.0;0.0;278.397;0.0
2024-02-03 02:00:00;0.0;0.0;278.397;0.0
2024-02-03 03:00:00;0.0;0.0;278.397;0.0
2024-02-03 04:00:00;0.0;0.0;278.397;0.0
2024-02-03 05:00:00;3.0;1.174;278.397;0.004216999464793
2024-02-03 06:00:00;74.5;93.595;278.397;0.3361925595462594
