val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
3.0;1.176;278.397;0.0042241834502526
92.5;109.158;278.397;0.3920947424002413
169.5;240.999;278.397;0.8656666558906884
200.0;272.796;278.397;0.9798812487203524
204.5;272.305;278.397;0.9781175802900174
208.5;271.268;278.397;0.974392683829208
211.0;257.786;278.397;0.9259654378459536
214.0;254.76;278.397;0.9150960678455586
208.0;224.763;278.397;0.8073470619295466
182.0;183.41;278.397;0.6588073865738495
135.0;172.865;278.397;0.6209298232380377
68.5;54.179;278.397;0.194610574108198
10.5;2.183;278.397;0.007841320129168
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
2.5;0.318;278.397;0.0011422536880785
80.0;99.644;278.397;0.3579205235688602
176.5;89.463;278.397;0.3213504455866981
223.5;40.996;278.397;0.147257333951156
230.0;40.769;278.397;0.1464419516014899
229.0;245.377;278.397;0.8813924000617822
227.0;206.319;278.397;0.7410963480209916
225.5;135.861;278.397;0.48801172426427
213.0;175.419;278.397;0.6301037726699641
174.5;150.944;278.397;0.5421897506079447
119.0;104.341;278.397;0.3747921134207624
55.0;46.114;278.397;0.1656411527423068
9.0;3.812;278.397;0.0136926762860231
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
2.0;0.386;278.397;0.0013865091937053
78.5;3.601;278.397;0.0129347658200339
166.0;0.0;278.397;0.0
200.0;93.241;278.397;0.3349209941199079
198.0;202.895;278.397;0.7287973649141334
196.0;232.198;278.397;0.8340535278756595
193.0;164.326;278.397;0.5902577973182181
182.0;202.712;278.397;0.7281400302445787
161.5;161.977;278.397;0.5818202063959022
129.5;79.22;278.397;0.2845576640552879
87.0;38.194;278.397;0.1371925703222376
42.0;29.028;278.397;0.1042683649608293
9.0;6.751;278.397;0.0242495429189251
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;0.0;278.397;0.0
71.0;0.0;278.397;0.0
158.5;0.0;278.397;0.0
201.5;0.0;278.397;0.0
209.0;7.264;278.397;0.0260922351893159
212.5;69.079;278.397;0.248131265782318
213.5;134.04;278.397;0.481470705503292
203.0;170.697;278.397;0.6131423829998168
181.5;223.016;278.397;0.8010718506305743
144.5;233.868;278.397;0.8400521557344367
96.5;175.32;278.397;0.6297481653897132
46.5;171.032;278.397;0.614345700564302
9.0;26.173;278.397;0.0940132257172311
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
3.0;0.0;278.397;0.0
91.0;0.0;278.397;0.0
181.0;0.0;278.397;0.0
219.5;0.0;278.397;0.0
224.0;179.807;278.397;0.645865436768356
224.5;236.954;278.397;0.8511370452986203
221.5;194.391;278.397;0.698251058739857
220.0;217.653;278.397;0.7818079936206209
211.5;236.167;278.397;0.8483101470202624
178.0;229.358;278.397;0.8238522685230085
122.5;205.194;278.397;0.737055356199959
54.0;124.08;278.397;0.4456944579144171
8.0;7.298;278.397;0.0262143629421294
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.0;1.368;278.397;0.0049138460543755
58.0;72.593;278.397;0.2607535282348588
145.5;244.367;278.397;0.8777644874046774
190.5;255.2;278.397;0.9166765446466736
197.5;219.368;278.397;0.7879682611522394
202.0;226.04;278.397;0.8119340366455098
211.5;221.787;278.397;0.7966572915656418
213.5;202.71;278.397;0.7281328462591191
203.5;206.873;278.397;0.7430863119933045
162.0;204.975;278.397;0.7362687097921313
103.5;215.27;278.397;0.7732482749454915
44.5;154.684;278.397;0.5556238034174218
9.0;16.309;278.397;0.0585818094304177
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
2.0;1.234;278.397;0.0044325190285814
74.0;108.582;278.397;0.3900257545878727
151.5;247.551;278.397;0.889201392256382
186.0;271.886;278.397;0.9766125353362284
196.0;271.572;278.397;0.9754846496190692
205.0;270.087;278.397;0.970150540415306
210.0;266.206;278.397;0.9562100166309264
214.5;261.362;278.397;0.9388104038477426
207.5;249.954;278.397;0.8978329507861076
176.5;251.389;278.397;0.9029874603533802
130.0;232.961;278.397;0.8367942183285021
70.5;174.282;278.397;0.6260196769361738
10.5;23.943;278.397;0.0860030819297621
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
3.0;1.716;278.397;0.0061638595243483
91.0;113.408;278.397;0.4073607115019199
175.0;254.921;278.397;0.9156743786750576
207.5;272.051;278.397;0.9772052141366464
208.5;271.345;278.397;0.974669267269403
212.5;264.416;278.397;0.9497803496445724
212.0;245.624;278.397;0.8822796222660445
204.0;252.01;278.397;0.9052180878385901
180.5;245.876;278.397;0.8831848044339558
142.0;223.605;278.397;0.8031875343484304
97.5;126.953;278.397;0.4560142530271518
56.0;63.5;278.397;0.2280915383427263
10.0;8.781;278.397;0.0315412881604327
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
