id_subsistema;nom_subsistema;id_estado;nom_estado;nom_pontoconexao;nom_localizacao;val_latitudesecoletora;val_longitudesecoletora;val_latitudepontoconexao;val_longitudepontoconexao;nom_modalidadeoperacao;nom_tipousina;nom_usina_conjunto;id_ons;ceg;din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 00:00:00;0.0;0.0;278.397;0.0
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 01:00:00;0.0;0.0;278.397;0.0
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 02:00:00;0.0;0.0;278.397;0.0
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 03:00:00;0.0;0.0;278.397;0.0
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 04:00:00;0.0;0.0;278.397;0.0
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 05:00:00;3.5;1.91;278.397;0.0068607061139308
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 06:00:00;80.5;92.032;278.397;0.3305782749095715
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 07:00:00;161.0;222.563;278.397;0.7994446779239718
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 08:00:00;201.0;270.737;278.397;0.9724853356896804
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 09:00:00;207.0;262.534;278.397;0.943020219327076
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 10:00:00;204.5;258.442;278.397;0.928321785076707
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 11:00:00;203.5;228.226;278.397;0.8197861327528673
NE;Nordeste;CE;CEARA;ALEX230kVA;Interior;-5.269671;-37.967945;-5.270944;-37.967721;Conjunto de Usinas;Solar;Conj. Alex;CJU_CEUFAL;-;2023-02-01 12:00:00;195.0;212.313;278.397;0.762626752443453
