din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
2022-04-01 00:00:00;0.0;0.0;278.397;0.0
2022-04-01 01:00:00;0.0;0.0;278.397;0.0
2022-04-01 02:00:00;0.0;0.0;278.397;0.0
2022-04-01 03:00:00;0.0;0.0;278.397;0.0
2022-04-01 04:00:00;0.0;0.0;278.397;0.0
2022-04-01 05:00:00;1.0;0.422;278.397;0.0015158209319784
2022-04-01 06:00:00;73.5;13.068;278.397;0.0469401609931141
2022-04-01 07:00:00;182.5;28.761;278.397;0.1033093029019709
2022-04-01 08:00:00;212.0;71.552;278.397;0.25701426380313
2022-04-01 09:00:00;212.0;196.903;278.397;0.7072741444771315
2022-04-01 10:00:00;212.0;241.121;278.397;0.8661048790037248
2022-04-01 11:00:00;212.0;225.814;278.397;0.8111222462885735
2022-04-01 12:00:00;212.0;225.733;278.397;0.8108312948774591
2022-04-01 13:00:00;212.0;211.414;278.397;0.7593975509793568
2022-04-01 14:00:00;212.0;195.713;278.397;0.7029996731286615
2022-04-01 15:00:00;160.0;178.567;278.397;0.6414113657833956
2022-04-01 16:00:00;64.0;74.363;278.397;0.2671113553666167
2022-04-01 17:00:00;7.0;0.134;278.397;0.000481327025794
2022-04-01 18:00:00;0.0;0.0;278.397;0.0
2022-04-01 19:00:00;0.0;0.0;278.397;0.0
2022-04-01 20:00:00;0.0;0.0;278.397;0.0
2022-04-01 21:00:00;0.0;0.0;278.397;0.0
2022-04-01 22:00:00;0.0;0.0;278.397;0.0
2022-04-01 23:00:00;0.0;0.0;278.397;0.0
2022-04-02 00:00:00;0.0;0.0;278.397;0.0
2022-04-02 01:00:00;0.0;0.0;278.397;0.0
2022-04-02 02:00:00;0.0;0.0;278.397;0.0
2022-04-02 03:00:00;0.0;0.0;278.397;0.0
2022-04-02 04:00:00;0.0;0.0;278.397;0.0
2022-04-02 05:00:00;1.5;0.0;278.397;0.0
2022-04-02 06:00:00;59.5;16.702;278.397;0.0599934625732317
2022-04-02 07:00:00;121.5;130.667;278.397;0.469354914025654
2022-04-02 08:00:00;148.0;251.305;278.397;0.9026857329640764
2022-04-02 09:00:00;152.0;232.391;278.397;0.8347467824725122
2022-04-02 10:00:00;155.5;246.725;278.397;0.8862344062615617
2022-04-02 11:00:00;153.5;243.128;278.397;0.8733140084124469
2022-04-02 12:00:00;148.5;236.042;278.397;0.8478611479290366
2022-04-02 13:00:00;139.0;175.765;278.397;0.6313466021544772
2022-04-02 14:00:00;114.0;220.509;278.397;0.7920667248569488
2022-04-02 15:00:00;78.5;56.502;278.397;0.202954773219539
2022-04-02 16:00:00;40.0;29.148;278.397;0.1046994040884061
