val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;0.381;278.397;0.0013685492300563
79.0;95.675;278.397;0.3436639044242574
200.0;234.204;278.397;0.8412590652916518
258.0;263.563;278.397;0.9467163798460472
261.0;270.716;278.397;0.9724099038423546
252.0;269.348;278.397;0.967496057787979
243.5;272.243;278.397;0.9778948767407694
235.0;266.968;278.397;0.958947115091039
228.5;262.786;278.397;0.9439254014949872
215.0;258.089;278.397;0.9270538116430852
184.0;232.812;278.397;0.836259011411761
116.0;145.415;278.397;0.5223296228048434
6.5;9.744;278.397;0.0350003771592366
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.0;0.611;278.397;0.0021947075579119
86.0;93.947;278.397;0.3374569409871514
182.5;231.001;278.397;0.829753912578081
226.5;258.214;278.397;0.927502810734311
237.5;259.339;278.397;0.9315438025553436
236.5;238.189;278.397;0.8555731563199316
229.5;246.214;278.397;0.8843988979766304
234.0;260.584;278.397;0.9360158335039528
233.5;261.14;278.397;0.9380129814617256
220.5;238.258;278.397;0.8558210038182882
186.0;220.527;278.397;0.7921313807260854
111.0;135.031;278.397;0.4850303702985305
7.0;8.519;278.397;0.0306001860652234
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;0.058;278.397;0.0002083355783287
86.5;11.722;278.397;0.0421053387787943
171.5;63.408;278.397;0.2277610750115841
201.5;236.424;278.397;0.8492332891518227
202.0;190.198;278.397;0.6831898332237775
203.0;215.639;278.397;0.7745737202627901
198.5;214.867;278.397;0.7718007018753794
193.0;235.041;278.397;0.8442655632065
185.5;227.336;278.397;0.8165892592233392
173.5;183.073;278.397;0.6575968850239047
146.0;182.445;278.397;0.655341113589586
87.5;112.233;278.397;0.403140120044397
5.5;9.231;278.397;0.0331576848888457
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;0.436;278.397;0.0015661088301957
86.0;97.933;278.397;0.351774624008161
196.5;217.085;278.397;0.7797677417500906
250.5;254.414;278.397;0.9138532383610456
260.0;270.67;278.397;0.9722446721767836
255.0;272.333;278.397;0.978218156086452
245.5;268.766;278.397;0.9654055180192316
240.5;210.726;278.397;0.7569262599812497
233.0;169.164;278.397;0.6076358581450231
217.5;221.608;278.397;0.7960143248670064
188.0;187.349;278.397;0.6729562459365582
122.0;140.86;278.397;0.5059680959205738
8.0;9.743;278.397;0.0349967851665068
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.5;0.482;278.397;0.0017313404957668
70.5;90.806;278.397;0.3261744918228285
186.5;55.559;278.397;0.1995675240753312
246.5;130.358;278.397;0.4682449882721437
257.0;259.53;278.397;0.9322298731667368
251.5;266.878;278.397;0.9586238357453564
242.0;257.371;278.397;0.924474760863084
237.0;261.129;278.397;0.9379734695416976
230.0;252.449;278.397;0.9067949726469752
216.0;224.554;278.397;0.806596335449017
183.5;232.97;278.397;0.8368265462630703
111.0;138.913;278.397;0.4989744860756401
6.5;9.421;278.397;0.033840163507509
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;0.0;278.397;0.0
84.5;0.0;278.397;0.0
183.5;0.0;278.397;0.0
201.0;23.753;278.397;0.0853206033110988
190.5;73.19;278.397;0.2628979478945534
189.5;111.348;278.397;0.399961206478518
190.0;138.824;278.397;0.4986547987226873
192.0;151.097;278.397;0.5427393254956051
194.5;160.382;278.397;0.5760909779918605
193.0;159.492;278.397;0.5728941044623325
182.0;139.934;278.397;0.5026419106527727
107.5;125.517;278.397;0.4508561514671494
6.5;6.966;278.397;0.0250218213558335
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;0.103;278.397;0.00036997525117
87.0;93.174;278.397;0.3346803306070108
195.5;229.698;278.397;0.8250735460511427
251.5;255.102;278.397;0.9163245293591524
265.0;267.521;278.397;0.960933487070622
259.5;270.589;278.397;0.9719537207656692
250.5;264.706;278.397;0.9508220275362163
246.0;249.49;278.397;0.8961662661594773
239.5;206.968;278.397;0.743427551302636
225.0;170.574;278.397;0.6127005678940505
186.0;130.068;278.397;0.4672033103804997
105.0;89.493;278.397;0.3214582053685923
6.5;7.496;278.397;0.0269255775026311
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
1.5;1.215;278.397;0.0043642711667151
82.5;104.616;278.397;0.3757799114214592
183.5;239.345;278.397;0.8597254999155881
230.0;262.367;278.397;0.9424203565411984
236.0;256.598;278.397;0.9216981504829433
228.5;202.384;278.397;0.7269618566292021
232.0;178.09;278.397;0.6396979852512777
232.0;127.896;278.397;0.4594015021713596
225.0;126.386;278.397;0.4539775931493514
209.0;164.818;278.397;0.5920250577412831
167.5;208.672;278.397;0.7495483069142268
88.5;136.935;278.397;0.4918695244560825
5.5;11.585;278.397;0.0416132357748107
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
