din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
2022-03-01 00:00:00;0.0;0.0;278.397;0.0
2022-03-01 01:00:00;0.0;0.0;278.397;0.0
2022-03-01 02:00:00;0.0;0.0;278.397;0.0
2022-03-01 03:00:00;0.0;0.0;278.397;0.0
2022-03-01 04:00:00;0.0;0.0;278.397;0.0
2022-03-01 05:00:00;1.0;1.616;278.397;0.0058046602513676
2022-03-01 06:00:00;72.0;103.258;278.397;0.3709019852943817
2022-03-01 07:00:00;177.5;248.971;278.397;0.8943020219327076
2022-03-01 08:00:00;232.5;273.609;278.397;0.9828015388096853
2022-03-01 09:00:00;240.5;272.772;278.397;0.9797950408948372
2022-03-01 10:00:00;241.0;259.356;278.397;0.9316048664317504
2022-03-01 11:00:00;240.5;246.654;278.397;0.8859793747777454
2022-03-01 12:00:00;233.0;242.381;278.397;0.8706307898432813
2022-03-01 13:00:00;226.0;224.218;278.397;0.8053894258918018
2022-03-01 14:00:00;209.0;204.847;278.397;0.7358089347227161
2022-03-01 15:00:00;168.5;197.365;278.397;0.7089336451183021
2022-03-01 16:00:00;95.0;82.349;278.397;0.2957970093068531
2022-03-01 17:00:00;12.5;9.909;278.397;0.0355930559596547
2022-03-01 18:00:00;0.0;0.0;278.397;0.0
2022-03-01 19:00:00;0.0;0.0;278.397;0.0
2022-03-01 20:00:00;0.0;0.0;278.397;0.0
2022-03-01 21:00:00;0.0;0.0;278.397;0.0
2022-03-01 22:00:00;0.0;0.0;278.397;0.0
2022-03-01 23:00:00;0.0;0.0;278.397;0.0
2022-03-02 00:00:00;0.0;0.0;278.397;0.0
2022-03-02 01:00:00;0.0;0.0;278.397;0.0
2022-03-02 02:00:00;0.0;0.0;278.397;0.0
2022-03-02 03:00:00;0.0;0.0;278.397;0.0
2022-03-02 04:00:00;0.0;0.0;278.397;0.0
2022-03-02 05:00:00;3.0;1.139;278.397;0.0040912797192498
2022-03-02 06:00:00;101.0;67.654;278.397;0.2430126761423434
2022-03-02 07:00:00;211.0;243.282;278.397;0.8738671752928372
2022-03-02 08:00:00;250.0;246.894;278.397;0.886841453032899
2022-03-02 09:00:00;250.0;230.108;278.397;0.8265462630703635
2022-03-02 10:00:00;250.0;220.859;278.397;0.7933239223123812
2022-03-02 11:00:00;250.0;216.681;278.397;0.7783165766872487
2022-03-02 12:00:00;248.5;239.555;278.397;0.8604798183888475
2022-03-02 13:00:00;235.0;237.616;278.397;0.8535149444857523
2022-03-02 14:00:00;196.0;228.58;278.397;0.8210576981792188
2022-03-02 15:00:00;152.0;145.685;278.397;0.5232994608418912
2022-03-02 16:00:00;99.5;140.129;278.397;0.5033423492350851
2022-03-02 17:00:00;11.0;20.791;278.397;0.0746811208454114
2022-03-02 18:00:00;0.0;0.0;278.397;0.0
2022-03-02 19:00:00;0.0;0.0;278.397;0.0
2022-03-02 20:00:00;0.0;0.0;278.397;0.0
2022-03-02 21:00:00;0.0;0.0;278.397;0.0
2022-03-02 22:00:00;0.0;0.0;278.397;0.0
2022-03-02 23:00:00;0.0;0.0;278.397;0.0
2022-03-03 00:00:00;0.0;0.0;278.397;0.0
2022-03-03 01:00:00;0.0;0.0;278.397;0.0
2022-03-03 02:00:00;0.0;0.0;278.397;0.0
2022-03-03 03:00:00;0.0;0.0;278.397;0.0
2022-03-03 04:00:00;0.0;0.0;278.397;0.0
2022-03-03 05:00:00;2.0;1.204;278.397;0.0043247592466872
2022-03-03 06:00:00;85.0;101.734;278.397;0.3654277883741563
2022-03-03 07:00:00;208.0;233.162;278.397;0.8375162088671932
2022-03-03 08:00:00;255.0;183.709;278.397;0.6598813924000617
2022-03-03 09:00:00;255.0;197.074;278.397;0.7078883752339284
2022-03-03 10:00:00;255.0;227.814;278.397;0.818306231748187
2022-03-03 11:00:00;255.0;223.739;278.397;0.8036688613742246
2022-03-03 12:00:00;255.0;222.277;278.397;0.7984173680032471
2022-03-03 13:00:00;255.0;210.904;278.397;0.7575656346871553
2022-03-03 14:00:00;252.5;195.247;278.397;0.7013258045165716
2022-03-03 15:00:00;210.0;184.093;278.397;0.6612607176083075
2022-03-03 16:00:00;122.0;115.636;278.397;0.4153636713039292
