val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
11.0;5.44;278.397;0.0195404404501485
101.0;110.798;278.397;0.3979856104771243
171.0;184.187;278.397;0.6615983649249093
204.5;165.831;278.397;0.5956637463765773
208.5;142.984;278.397;0.5135974884786833
212.0;143.261;278.397;0.5145924704648397
217.0;137.066;278.397;0.4923400755036871
209.5;151.333;278.397;0.5435870357798395
195.0;165.8;278.397;0.5955523946019533
183.0;86.585;278.397;0.3110126905103144
145.5;164.623;278.397;0.5913246191589708
66.5;131.748;278.397;0.473237858166575
4.0;6.663;278.397;0.0239334475587021
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
19.5;3.977;278.397;0.0142853550864413
120.5;94.097;278.397;0.3379957398966224
187.0;199.672;278.397;0.7172203723459663
208.5;187.76;278.397;0.6744325549485087
214.5;194.324;278.397;0.69801039522696
220.5;199.918;278.397;0.7181040025574988
227.5;206.149;278.397;0.7404857092569244
223.0;202.324;278.397;0.7267463370654137
211.0;231.441;278.397;0.8313343893791958
194.0;182.624;278.397;0.6559840802882214
149.0;92.626;278.397;0.3327119185910767
68.0;20.065;278.397;0.0720733341235717
4.0;4.881;278.397;0.0175325165141865
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
6.5;3.859;278.397;0.0138614999443241
113.0;75.759;278.397;0.2721257772174269
199.0;141.984;278.397;0.5100054957488765
209.0;218.47;278.397;0.7847426516808729
209.0;205.208;278.397;0.7371056440981762
209.0;222.999;278.397;0.8010107867541676
203.0;212.573;278.397;0.7635606705532028
190.5;199.321;278.397;0.7159595828978041
162.0;243.531;278.397;0.874761581482559
138.0;178.388;278.397;0.6407683990847602
105.0;26.557;278.397;0.0953925509254769
48.0;7.373;278.397;0.0264837623968649
4.5;8.581;278.397;0.0308228896144714
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
11.0;6.54;278.397;0.0234916324529359
108.5;135.83;278.397;0.487900372489646
173.0;238.86;278.397;0.8579833834416319
204.5;256.51;278.397;0.9213820551227204
215.5;248.393;278.397;0.8922258501348793
226.0;235.381;278.397;0.8454868407346343
235.0;226.394;278.397;0.8132056020718614
232.5;191.438;278.397;0.6876439042087378
216.5;209.573;278.397;0.7527846923637826
201.0;206.47;278.397;0.7416387389231924
160.5;185.08;278.397;0.6648060144326267
78.0;100.052;278.397;0.3593860566026214
5.0;12.031;278.397;0.0432152645323045
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
7.5;7.97;278.397;0.0286281820565595
127.0;144.105;278.397;0.5176241123287966
216.0;248.478;278.397;0.8925311695169128
240.5;256.811;278.397;0.9224632449343922
243.0;242.788;278.397;0.8720927308843126
243.0;220.502;278.397;0.7920415809078402
243.0;221.667;278.397;0.796226252438065
243.0;222.924;278.397;0.8007413872994321
232.0;210.903;278.397;0.7575620426944255
207.5;206.998;278.397;0.7435353110845303
161.5;115.616;278.397;0.4152918314493331
81.0;123.824;278.397;0.4447749077755866
5.5;7.778;278.397;0.0279385194524366
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
18.5;8.361;278.397;0.0300326512139139
131.0;141.976;278.397;0.509976759807038
210.0;218.93;278.397;0.786394968336584
235.0;217.062;278.397;0.7796851259173051
235.0;244.651;278.397;0.8787846133399425
237.0;258.688;278.397;0.9292054152882394
237.0;254.797;278.397;0.9152289715765616
237.0;229.097;278.397;0.8229147584205289
237.0;221.409;278.397;0.7952995183137749
235.5;183.808;278.397;0.6602369996803126
201.5;149.601;278.397;0.5373657043718143
109.0;48.36;278.397;0.1737087684134527
6.5;11.779;278.397;0.0423100823643932
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
15.5;6.893;278.397;0.0247596058865576
123.0;135.953;278.397;0.4883421875954123
203.5;240.77;278.397;0.8648440895555627
234.0;253.704;278.397;0.9113029235228828
238.0;259.246;278.397;0.9312097472314717
238.0;264.651;278.397;0.9506244679360768
238.5;259.703;278.397;0.9328512879089932
226.5;258.03;278.397;0.9268418840720266
210.5;202.655;278.397;0.7279352866589798
187.0;102.15;278.397;0.3669220573497559
139.5;52.043;278.397;0.1869380776373308
63.5;26.823;278.397;0.0963480209916055
3.5;12.589;278.397;0.0452195964755367
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
20.5;5.607;278.397;0.0201403032360262
140.5;114.818;278.397;0.4124254212509473
222.5;217.181;278.397;0.7801125730521521
246.5;247.417;278.397;0.8887200652305879
248.5;196.533;278.397;0.705945107167103
255.0;210.988;278.397;0.7578673620764591
263.0;234.562;278.397;0.8425449986889226
259.5;214.85;278.397;0.7717396379989726
246.5;205.795;278.397;0.7392141438305728
223.5;132.423;278.397;0.4756624532591946
166.5;51.616;278.397;0.1854042967417033
73.5;14.96;278.397;0.0537362112379084
4.0;4.091;278.397;0.0146948422576392
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
0.0;0.0;278.397;0.0
