din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
2023-04-01 00:00:00;0.0;0.0;278.397;0.0
2023-04-01 01:00:00;0.0;0.0;278.397;0.0
2023-04-01 02:00:00;0.0;0.0;278.397;0.0
2023-04-01 03:00:00;0.0;0.0;278.397;0.0
2023-04-01 04:00:00;0.0;0.0;278.397;0.0
2023-04-01 05:00:00;0.5;0.0;278.397;0.0
2023-04-01 06:00:00;39.0;18.254;278.397;0.0655682352898917
2023-04-01 07:00:00;120.5;94.304;278.397;0.3387392823916924
2023-04-01 08:00:00;175.0;173.493;278.397;0.6231855946723563
2023-04-01 09:00:00;199.5;251.709;278.397;0.9041368980269184
2023-04-01 10:00:00;207.5;267.096;278.397;0.9594068901604544
2023-04-01 11:00:00;211.0;249.647;278.397;0.8967302090180569
2023-04-01 12:00:00;207.5;260.269;278.397;0.9348843557940638
2023-04-01 13:00:00;182.5;256.188;278.397;0.9202254334637227
2023-04-01 14:00:00;136.0;236.894;278.397;0.8509215257348319
2023-04-01 15:00:00;86.5;59.882;278.397;0.2150957086462856
2023-04-01 16:00:00;41.5;23.011;278.397;0.0826553447055823
2023-04-01 17:00:00;6.5;1.443;278.397;0.005183245509111
2023-04-01 18:00:00;0.0;0.0;278.397;0.0
2023-04-01 19:00:00;0.0;0.0;278.397;0.0
2023-04-01 20:00:00;0.0;0.0;278.397;0.0
2023-04-01 21:00:00;0.0;0.0;278.397;0.0
2023-04-01 22:00:00;0.0;0.0;278.397;0.0
2023-04-01 23:00:00;0.0;0.0;278.397;0.0
2023-04-02 00:00:00;0.0;0.0;278.397;0.0
2023-04-02 01:00:00;0.0;0.0;278.397;0.0
2023-04-02 02:00:00;0.0;0.0;278.397;0.0
2023-04-02 03:00:00;0.0;0.0;278.397;0.0
2023-04-02 04:00:00;0.0;0.0;278.397;0.0
2023-04-02 05:00:00;2.0;2.425;278.397;0.0087105823697812
2023-04-02 06:00:00;82.0;42.054;278.397;0.1510576622592915
2023-04-02 07:00:00;154.0;98.215;278.397;0.3527875659579665
2023-04-02 08:00:00;167.0;262.776;278.397;0.9438894815676891
2023-04-02 09:00:00;158.0;266.895;278.397;0.9586848996217632
2023-04-02 10:00:00;158.0;176.199;278.397;0.6329055269992133
2023-04-02 11:00:00;162.0;228.856;278.397;0.8220490881726455
2023-04-02 12:00:00;151.0;218.004;278.397;0.783068783068783
2023-04-02 13:00:00;127.0;201.433;278.397;0.7235458715431559
2023-04-02 14:00:00;98.0;122.415;278.397;0.439713790019289
2023-04-02 15:00:00;57.0;152.899;278.397;0.5492120963947168
2023-04-02 16:00:00;14.5;59.945;278.397;0.2153220041882635
2023-04-02 17:00:00;4.0;4.428;278.397;0.0159053438075841
2023-04-02 18:00:00;0.0;0.0;278.397;0.0
2023-04-02 19:00:00;0.0;0.0;278.397;0.0
2023-04-02 20:00:00;0.0;0.0;278.397;0.0
2023-04-02 21:00:00;0.0;0.0;278.397;0.0
2023-04-02 22:00:00;0.0;0.0;278.397;0.0
2023-04-02 23:00:00;0.0;0.0;278.397;0.0
2023-04-03 00:00:00;0.0;0.0;278.397;0.0
2023-04-03 01:00:00;0.0;0.0;278.397;0.0
2023-04-03 02:00:00;0.0;0.0;278.397;0.0
2023-04-03 03:00:00;0.0;0.0;278.397;0.0
2023-04-03 04:00:00;0.0;0.0;278.397;0.0
2023-04-03 05:00:00;0.5;0.017;278.397;6.10638764067e-05
2023-04-03 06:00:00;34.0;97.199;278.397;0.3491381013444828
2023-04-03 07:00:00;112.0;252.792;278.397;0.908027026153299
2023-04-03 08:00:00;164.5;263.968;278.397;0.9481711369016188
2023-04-03 09:00:00;186.5;173.328;278.397;0.6225929158719382
2023-04-03 10:00:00;195.0;185.934;278.397;0.6678735762238817
2023-04-03 11:00:00;204.5;227.513;278.397;0.8172250419365151
2023-04-03 12:00:00;213.5;243.42;278.397;0.8743628702895505
2023-04-03 13:00:00;197.0;208.861;278.397;0.7502271935401602
2023-04-03 14:00:00;152.0;73.903;278.397;0.2654590387109056
2023-04-03 15:00:00;93.0;16.135;278.397;0.0579568026954313
2023-04-03 16:00:00;32.0;0.056;278.397;0.0002011515928691
2023-04-03 17:00:00;5.0;0.0;278.397;0.0
2023-04-03 18:00:00;0.0;0.0;278.397;0.0
2023-04-03 19:00:00;0.0;0.0;278.397;0.0
2023-04-03 20:00:00;0.0;0.0;278.397;0.0
2023-04-03 21:00:00;0.0;0.0;278.397;0.0
2023-04-03 22:00:00;0.0;0.0;278.397;0.0
2023-04-03 23:00:00;0.0;0.0;278.397;0.0
2023-04-04 00:00:00;0.0;0.0;278.397;0.0
2023-04-04 01:00:00;0.0;0.0;278.397;0.0
2023-04-04 02:00:00;0.0;0.0;278.397;0.0
2023-04-04 03:00:00;0.0;0.0;278.397;0.0
2023-04-04 04:00:00;0.0;0.0;278.397;0.0
2023-04-04 05:00:00;0.5;0.0;278.397;0.0
2023-04-04 06:00:00;47.0;14.451;278.397;0.0519078869384368
2023-04-04 07:00:00;127.5;62.695;278.397;0.2251999841952319
2023-04-04 08:00:00;170.5;66.192;278.397;0.237761182771366
2023-04-04 09:00:00;186.0;150.218;278.397;0.539581963886105
2023-04-04 10:00:00;192.5;198.112;278.397;0.7116168636874678
2023-04-04 11:00:00;203.5;168.599;278.397;0.6056063822526823
2023-04-04 12:00:00;209.0;144.58;278.397;0.5193303088754548
2023-04-04 13:00:00;188.0;173.573;278.397;0.6234729540907409
2023-04-04 14:00:00;141.5;118.266;278.397;0.4248106121833209
2023-04-04 15:00:00;88.5;61.111;278.397;0.2195102677112181
2023-04-04 16:00:00;34.0;24.583;278.397;0.0883019572768384
2023-04-04 17:00:00;4.5;3.265;278.397;0.0117278562628189
2023-04-04 18:00:00;0.0;0.0;278.397;0.0
2023-04-04 19:00:00;0.0;0.0;278.397;0.0
2023-04-04 20:00:00;0.0;0.0;278.397;0.0
2023-04-04 21:00:00;0.0;0.0;278.397;0.0
2023-04-04 22:00:00;0.0;0.0;278.397;0.0
2023-04-04 23:00:00;0.0;0.0;278.397;0.0
2023-04-05 00:00:00;0.0;0.0;278.397;0.0
