din_instante;val_geracaoprogramada;val_geracaoverificada;val_capacidadeinstalada;val_fatorcapacidade
2024-04-01 00:00:00;0.0;0.0;278.397;0.0
2024-04-01 01:00:00;0.0;0.0;278.397;0.0
2024-04-01 02:00:00;0.0;0.0;278.397;0.0
2024-04-01 03:00:00;0.0;0.0;278.397;0.0
2024-04-01 04:00:00;0.0;0.0;278.397;0.0
2024-04-01 05:00:00;2.0;0.011;278.397;3.95119200278e-05
2024-04-01 06:00:00;70.5;38.973;278.397;0.139990732658757
2024-04-01 07:00:00;144.5;185.794;278.397;0.6673706972417087
2024-04-01 08:00:00;178.5;192.558;278.397;0.6916669360661214
2024-04-01 09:00:00;189.0;184.709;278.397;0.6634733851298684
2024-04-01 10:00:00;198.0;205.047;278.397;0.7365273332686774
2024-04-01 11:00:00;202.0;211.475;278.397;0.759616662535875
2024-04-01 12:00:00;199.0;212.101;278.397;0.761865249984734
2024-04-01 13:00:00;190.5;214.049;278.397;0.7688624518223975
2024-04-01 14:00:00;165.5;249.363;278.397;0.8957100830827918
2024-04-01 15:00:00;125.0;184.168;278.397;0.661530117063043
2024-04-01 16:00:00;70.5;86.453;278.397;0.3105385474699799
2024-04-01 17:00:00;9.5;11.049;278.397;0.0396879276716343
2024-04-01 18:00:00;0.0;0.0;278.397;0.0
2024-04-01 19:00:00;0.0;0.0;278.397;0.0
2024-04-01 20:00:00;0.0;0.0;278.397;0.0
2024-04-01 21:00:00;0.0;0.0;278.397;0.0
2024-04-01 22:00:00;0.0;0.0;278.397;0.0
2024-04-01 23:00:00;0.0;0.0;278.397;0.0
2024-04-02 00:00:00;0.0;0.0;278.397;0.0
2024-04-02 01:00:00;0.0;0.0;278.397;0.0
2024-04-02 02:00:00;0.0;0.0;278.397;0.0
2024-04-02 03:00:00;0.0;0.0;278.397;0.0
2024-04-02 04:00:00;0.0;0.0;278.397;0.0
2024-04-02 05:00:00;0.5;0.514;278.397;0.0018462842631206
2024-04-02 06:00:00;33.5;61.219;278.397;0.2198982029260372
2024-04-02 07:00:00;96.5;214.583;278.397;0.7707805759401142
2024-04-02 08:00:00;121.5;183.774;278.397;0.6601148719274992
2024-04-02 09:00:00;114.0;230.11;278.397;0.8265534470558231
2024-04-02 10:00:00;112.5;217.867;278.397;0.7825766800647995
2024-04-02 11:00:00;128.0;208.422;278.397;0.7486503087317751
2024-04-02 12:00:00;138.0;198.444;278.397;0.7128094052737637
2024-04-02 13:00:00;147.0;172.423;278.397;0.6193421624514631
2024-04-02 14:00:00;138.5;112.305;278.397;0.4033987435209431
2024-04-02 15:00:00;104.5;42.34;278.397;0.1520849721800163
